
sample	lnL(posterior)	lnL(seq)	lnL(times)	lnL(rates)	birth	death	clock	root	tstv	nu	rr0	rr1	rr2	pr0	pr1	pr2	t(calib:CAL1_clade:CLADE1)	t(calib:CAL1_clade:CLADE2)	t(calib:CAL2_clade:CLADE3)	clade(calib:CAL1)	clade(calib:CAL2)	br0	br1	br2	br3	br4	br5	br6	br7	br8	br9	br10	br11	br12	br13	br14	br15	br16	br17	br18	br19	br20	br21	br22	br23	br24	br25	br26	br27	br28	br29	br30	br31	br32	br33	br34	br35	br36	br37	br38	br39	br40	br41	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	accRT	tuneRT	accT	tuneT	accClock	tuneClock	accTCr	tuneTCr	accTreeRates	tuneTreeRates	accSprW	tuneSprW	accSpr	tuneSpr	accSprLoc	tuneSprLoc	
 38300	 -24021.9	 -23911.6	    -53.4	    -56.9	   0.0491984	  0.00556728	  0.00104423	    -306.143	     5.95179	     1.32108	0.0917652	2.21114	7.53749	0.72547	0.213249	0.0612809	-50.9761	-12.5662	-306.143	CLADE1	CLADE3	1.80452	2.10598	1.27375	0.0493893	2.24137	1.1176	2.80672	0.756778	1.69287	1.95045	2.4508	0.318097	2.25066	0.579319	2.14272	1.40558	3.39432	3.37867	1.6766	2.97008	2.50936	1.34195	0.126163	1.21243	0.213295	0.572223	0.668021	0.353712	1.10598	0.259115	3.03449	3.51912	0.843785	3.27612	1.16316	0.63009	3.17777	2.25298	2.00049	1.21837	1.9204	1.8394	-13.1097	-10.9912	-86.2355	-3.63432	-20.6449	-15.4956	-7.62811	-5.21609	-50.2312	-24.3536	-26.2695	-46.2407	-8.48643	-23.3919	-19.1953	-30.3448	-49.523	-12.5662	-50.9761	-7.38057	-306.143	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 38400	 -24011.9	 -23909.3	    -55.0	    -47.5	   0.0491984	  0.00297319	  0.00104533	    -306.143	     5.95179	     1.12174	0.0807175	2.45613	6.63005	0.718628	0.221258	0.0601135	-50.8878	-15.1534	-306.143	CLADE1	CLADE3	1.11905	1.19429	0.974994	0.0488522	1.64059	0.818042	1.91666	0.881059	1.97088	1.55227	1.95048	0.320612	3.4049	0.588566	1.60248	0.992597	2.07536	2.06579	1.41034	2.4984	1.76757	1.28329	0.273869	0.996496	0.214627	0.551888	2.69983	1.07473	1.2418	0.280191	1.62952	1.70935	0.501482	0.62466	2.36161	2.20549	1.12723	2.9994	1.15995	0.98986	1.71339	2.29094	-19.2872	-15.6116	-89.9774	-5.26416	-20.9495	-19.8308	-10.3081	-6.13341	-48.9044	-21.8708	-25.3915	-29.158	-13.7289	-24.1951	-17.511	-33.9387	-48.2203	-15.1534	-50.8878	-12.3709	-306.143	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 38500	 -24016.5	 -23908.9	    -62.1	    -45.5	   0.0547616	  0.00330939	 0.000904949	    -331.634	     5.95179	     1.20265	0.0831469	2.41075	6.82959	0.718628	0.222096	0.0592758	-62.2191	-21.1723	-331.634	CLADE1	CLADE3	1.78186	2.15886	1.03027	0.0488522	2.49832	0.890942	1.14686	1.46543	3.27809	0.934745	1.17454	0.27351	2.53693	0.483678	1.04438	1.02401	2.37473	2.15409	0.449774	0.79677	1.4825	1.41143	0.256966	2.02475	0.232873	0.456441	0.492702	0.725957	1.20316	0.914633	1.46102	1.7853	0.223065	0.969023	2.33833	0.606114	0.807935	1.67467	0.537187	0.551322	1.46526	0.680839	-18.2524	-16.4316	-108.911	-6.48299	-17.3588	-30.4281	-7.19468	-19.2323	-59.5095	-20.1257	-26.2292	-44.2364	-11.7412	-21.9984	-10.0512	-34.0179	-56.5245	-21.1723	-62.2191	-5.74349	-331.634	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 38600	 -24011.4	 -23907.4	    -58.4	    -45.6	   0.0560671	  0.00165669	 0.000999087	    -320.018	     6.51318	    0.754051	0.0917129	2.65912	7.5332	0.741688	0.208026	0.0502857	-52.2949	-22.1425	-320.018	CLADE1	CLADE3	1.13691	1.39414	0.880219	0.0443668	1.9126	0.682066	1.21621	1.06055	2.3724	1.01531	1.026	0.313645	3.14456	0.51759	1.16491	1.18013	2.75009	2.49456	1.28389	1.62174	2.05062	1.17742	0.724828	0.409482	0.204157	0.441687	0.246636	1.19213	1.29432	0.313479	1.27968	1.1828	0.259612	1.02944	1.97449	0.307407	2.03371	2.78857	0.384451	1.6439	0.989471	1.38444	-18.6356	-12.4952	-97.3753	-4.6117	-14.7156	-23.9074	-8.23614	-8.28078	-52.2949	-19.2166	-26.1718	-31.2765	-8.88527	-17.9266	-12.1714	-37.686	-43.1976	-22.1425	-50.1709	-7.88882	-320.018	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 38700	 -23997.9	 -23906.6	    -51.8	    -39.5	   0.0341735	 0.000785103	 0.000985685	    -320.018	     6.51318	    0.754051	0.0917129	2.65912	7.5332	0.741688	0.208026	0.0502857	-52.2804	-20.3423	-320.018	CLADE1	CLADE3	1.04935	1.61907	0.908437	0.0746736	1.93684	0.673187	1.19347	1.15035	2.56618	1.0845	1.09592	0.303619	2.61626	0.508054	0.883272	1.23681	1.87222	1.72379	0.542261	0.684955	1.70358	0.998253	0.36761	0.490475	0.206436	0.404742	0.383896	1.99069	1.06376	0.58695	1.09561	1.49845	1.24708	1.33612	2.06148	0.396234	0.686716	2.11705	1.4894	0.340537	0.382963	2.17759	-16.4081	-10.9554	-103.95	-4.6117	-18.4053	-30.9408	-8.38413	-19.2395	-52.2804	-19.2166	-28.4054	-34.7766	-13.4577	-22.3389	-11.0114	-30.7575	-43.7897	-20.3423	-46.8951	-8.38728	-320.018	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 38800	 -24004.3	 -23910.3	    -55.5	    -38.5	   0.0461733	  0.00187447	 0.000980606	    -323.619	     6.51318	    0.727294	0.0936485	2.48501	7.69219	0.739822	0.205604	0.0545735	-53.0718	-14.502	-323.619	CLADE1	CLADE3	1.21294	1.87147	0.859227	0.0738427	1.32934	0.462037	1.19347	0.902624	2.01356	1.52126	1.53727	0.30158	3.10665	0.500478	1.22778	0.953736	1.95959	1.80424	0.459919	0.580945	1.70358	0.894206	0.367878	0.851484	0.189225	0.472692	0.0496981	1.07738	1.16679	1.03736	1.50691	1.31745	0.549158	0.813753	2.17435	0.81981	1.36664	2.03102	0.820347	0.445954	1.81343	0.837318	-17.3479	-14.207	-95.9613	-4.6117	-18.0919	-21.8692	-12.2157	-22.6841	-53.0718	-20.0379	-27.8702	-29.2871	-12.8577	-24.9381	-14.0335	-33.2117	-44.0859	-14.502	-52.643	-8.14493	-323.619	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 38900	 -24013.4	 -23919.1	    -55.4	    -38.9	   0.0461733	    0.001035	 0.000911356	    -323.619	     6.21784	    0.853376	0.0934353	2.47935	7.67467	0.739822	0.205166	0.0550117	-53.0718	-17.0162	-323.619	CLADE1	CLADE3	1.07896	1.30605	0.825735	0.0747994	1.36629	0.845284	1.78604	0.712882	1.62541	1.31327	1.3271	0.312105	2.34404	0.506962	1.0614	1.18764	1.51508	1.29701	1.94495	2.40758	1.95166	1.07476	0.283118	0.761813	0.195302	0.439068	0.234961	0.452002	1.67481	0.283586	1.29526	2.35407	0.78983	2.0325	2.28829	0.860517	1.36722	1.71556	0.750426	0.75778	0.852054	1.06084	-18.2854	-14.1216	-87.6152	-4.07765	-21.4091	-21.408	-12.0392	-5.54454	-53.0718	-21.826	-24.7613	-39.3182	-16.1685	-21.0175	-17.9989	-29.4206	-47.9155	-17.0162	-51.7649	-9.27492	-323.619	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 39000	 -24010.1	 -23917.0	    -51.4	    -41.6	    0.024552	  0.00376666	 0.000904653	    -334.916	     5.61182	    0.968948	0.0969949	2.65784	7.96705	0.7419	0.21251	0.0455907	-72.9104	-14.4917	-334.916	CLADE1	CLADE3	1.30234	1.30291	1.08833	0.0797174	1.07312	0.62622	1.60431	0.898934	1.62145	2.06007	1.91688	0.245485	2.92733	0.4546	1.25229	0.89654	1.69922	2.10075	0.907084	1.58011	2.15989	1.14841	0.352736	0.830818	0.217495	0.417249	0.872586	0.715545	1.60969	0.321242	1.96364	2.90988	0.943732	1.0851	1.46321	0.957917	0.458379	1.70692	0.817183	0.590268	0.0686308	1.32673	-20.1679	-16.018	-101.733	-4.24322	-22.0321	-22.2136	-14.2911	-8.66124	-72.9104	-22.1132	-25.6995	-34.9162	-13.381	-23.1317	-16.4747	-30.5714	-52.7753	-14.4917	-57.839	-10.0561	-334.916	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 39100	 -24028.0	 -23930.4	    -53.4	    -44.2	    0.024552	  0.00270847	 0.000878073	    -373.568	     6.43089	    0.837016	0.119302	3.26909	9.79932	0.766407	0.211398	0.0221941	-66.1114	-26.8561	-373.568	CLADE1	CLADE3	1.82924	2.56995	1.52008	0.0728968	1.20362	0.402229	2.14449	1.18534	2.13804	1.09262	1.18887	0.207124	2.55645	0.526834	0.952342	1.40327	1.43749	1.91096	0.521576	0.619373	1.99847	0.770812	0.0946291	1.20924	0.177626	0.498185	0.398737	1.01883	2.18022	1.34871	2.3005	1.11198	0.127443	1.36622	2.24481	0.387922	0.461756	2.69116	0.692956	0.822869	1.72501	1.58226	-15.1589	-11.3224	-89.4883	-4.14504	-22.4722	-34.1563	-12.9961	-23.4184	-66.1114	-22.555	-28.0396	-44.7947	-15.0038	-22.3982	-14.6608	-45.1306	-52.709	-26.8561	-65.3897	-5.81123	-373.568	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 39200	 -24003.4	 -23915.3	    -53.3	    -34.8	   0.0321918	   0.0149132	  0.00082132	    -345.975	     6.43089	    0.837016	0.0852437	2.21402	7.00182	0.720748	0.212355	0.0668974	-75.126	-19.8511	-345.975	CLADE1	CLADE3	0.98976	1.39054	0.934458	0.0778663	1.54434	0.601069	0.88856	0.856303	1.59294	1.46624	1.48869	0.168547	2.06101	0.445973	0.838491	1.18604	1.52468	2.02687	1.22626	1.51235	2.05822	1.15424	0.405492	1.32154	0.224835	0.488304	0.682822	0.580747	1.35409	0.463703	1.19123	2.0285	0.860694	1.09377	2.19793	0.825807	0.958641	1.05492	1.35507	0.342109	0.801903	1.00261	-20.2335	-16.2268	-123.952	-6.3586	-20.8123	-38.378	-9.41136	-9.43424	-75.126	-20.889	-27.4886	-56.4272	-14.7578	-23.278	-15.9077	-32.3116	-69.5367	-19.8511	-73.7554	-10.6249	-345.975	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 39300	 -24009.3	 -23918.4	    -51.6	    -39.2	   0.0383181	   0.0105652	 0.000922622	    -304.596	     6.22824	    0.927804	0.102895	2.67246	8.45164	0.744316	0.214137	0.0415473	-62.4538	-19.1745	-304.596	CLADE1	CLADE3	1.30596	1.49818	0.957943	0.0718042	1.73334	0.444818	0.555144	0.782698	1.62499	1.31995	1.34016	0.223403	2.49138	0.489518	1.2678	1.23639	1.39768	2.29301	0.947053	1.168	1.57089	1.11815	1.33599	1.08296	0.232116	0.476119	1.40053	0.431571	1.49361	0.555468	0.962619	2.56673	1.57899	2.47983	1.70387	0.902856	1.36228	1.33919	0.446829	1.76365	0.186043	1.00374	-18.6653	-14.2038	-117.587	-8.77618	-19.0301	-23.4303	-10.9549	-11.1467	-62.4538	-19.061	-24.8995	-42.5949	-11.9034	-21.9267	-15.8807	-27.2984	-47.871	-19.1745	-56.895	-10.0845	-304.596	0.0594059	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 39400	 -24029.7	 -23908.8	    -58.2	    -62.6	     0.04188	    0.012502	 0.000836843	    -337.541	     5.99903	     1.41305	0.102895	2.67246	8.45164	0.744316	0.214137	0.0415473	-65.1857	-22.7092	-337.541	CLADE1	CLADE3	1.577	2.34345	1.95919	0.106461	2.72763	0.6829	1.01613	1.14567	2.37858	1.65519	1.87819	0.314096	3.64115	0.750172	1.09419	2.14817	2.98747	4.43807	1.30827	2.21379	2.87536	1.89394	0.621777	2.53035	0.653485	0.36964	1.51352	2.77525	2.59931	0.792322	0.602996	3.48376	1.11399	2.17569	2.32684	1.77752	3.92392	1.94039	1.18153	0.469652	1.76925	4.73444	-15.1575	-12.5204	-232.351	-7.95833	-21.3154	-42.2784	-9.95681	-9.76138	-65.1857	-21.4273	-23.5636	-48.2588	-10.3582	-21.185	-19.8424	-30.3243	-59.6071	-22.7092	-64.5275	-10.7011	-337.541	0.049505	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 39500	 -24019.2	 -23905.6	    -52.9	    -60.7	     0.04188	  0.00674088	 0.000965485	      -300.2	     6.06461	     1.50725	0.0879624	2.66236	7.22513	0.735024	0.214593	0.0503826	-60.8795	-15.2014	-300.2	CLADE1	CLADE3	2.4515	3.64297	1.92913	0.111796	3.32628	1.40522	0.734159	1.30891	2.71748	2.30932	2.62045	0.311895	4.46386	0.747049	2.37705	2.1529	2.28893	3.40035	2.76643	3.07667	1.848	1.3466	0.516232	2.08002	0.318459	0.889973	2.62952	0.833894	1.57204	0.381728	2.49531	1.49743	0.784777	1.11628	2.93567	0.522681	1.55926	3.43759	1.49232	2.88589	0.339087	1.58054	-14.3768	-11.906	-98.6067	-11.5646	-18.3858	-18.1758	-7.62546	-6.55973	-60.8795	-19.7935	-33.3154	-36.7641	-12.6262	-25.7607	-16.2205	-42.2781	-54.9703	-15.2014	-60.3849	-6.42903	-300.2	0.049505	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.0192308	1.35657E-07	9.61538E-09	9.04377E-08	
 39600	 -24017.7	 -23901.3	    -52.3	    -64.2	     0.04188	   0.0166988	 0.000864288	    -365.336	     6.06461	     1.49987	0.0849823	2.57216	6.98035	0.735024	0.206908	0.0580679	-60.6782	-27.3042	-365.336	CLADE1	CLADE3	3.18584	4.15545	1.18193	0.0803137	2.81347	1.18858	3.83206	1.24021	2.5861	1.12405	1.19504	0.259587	2.98372	0.655618	1.07708	1.70707	2.00384	2.79405	2.08041	3.24134	4.79215	2.53556	1.22229	0.846963	0.214227	0.52343	2.62679	1.23523	4.50609	0.598152	1.9294	1.6271	0.350029	1.24315	3.86529	0.562232	1.00679	2.47662	2.25121	0.975028	2.25107	1.40519	-16.5713	-10.8847	-103.336	-2.55905	-18.159	-35.0694	-7.88185	-5.44363	-60.6782	-19.8044	-20.6143	-46.1952	-13.7266	-11.961	-15.5743	-38.1825	-58.5943	-27.3042	-60.1551	-4.69839	-365.336	0.049505	17.0859	0.039604	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	0.00961539	1E-10	0.0192308	1.35657E-07	9.61538E-09	9.04377E-08	
 39700	 -24011.7	 -23901.9	    -52.8	    -57.0	   0.0512941	   0.0204525	 0.000901809	    -372.765	     6.27527	     1.58262	0.0799192	2.28125	7.14991	0.715853	0.223642	0.0605053	-62.2611	-12.3151	-372.765	CLADE1	CLADE3	2.65792	3.23724	1.25535	0.0739965	1.99441	1.11906	1.16898	1.27378	2.6561	2.34282	2.49079	0.331835	3.35038	0.621806	1.90187	2.00362	2.13626	2.79516	0.970167	1.44252	2.6619	2.13801	0.171487	0.969536	0.203023	0.489447	2.257	0.381991	3.22739	0.90763	1.67216	2.57803	0.464796	0.809108	2.8679	1.97219	0.688837	1.74145	0.814202	1.01818	0.5738	4.11886	-13.5993	-7.6102	-112.873	-4.78687	-19.3034	-15.9149	-7.98184	-11.4989	-62.2611	-20.2071	-16.8701	-38.6745	-13.1562	-14.9218	-12.5963	-29.9303	-56.1103	-12.3151	-59.6256	-5.66965	-372.765	0.049505	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 39800	 -24006.9	 -23901.6	    -48.6	    -56.7	   0.0407972	  0.00947695	  0.00103016	    -326.554	     6.32034	     1.58262	0.0855684	2.4425	7.65531	0.713804	0.240178	0.0460184	-53.2958	-8.59235	-326.554	CLADE1	CLADE3	1.21215	2.07057	1.15417	0.0681167	3.97185	1.61008	1.53274	1.41392	2.92289	2.70787	3.03369	0.270094	3.65742	0.563325	1.56291	1.63174	2.37102	3.14979	0.655759	0.87842	1.73375	2.16632	0.324963	1.63469	0.18689	0.452793	0.279384	0.542558	2.34003	2.19895	1.49718	2.15383	0.220526	0.546358	3.02528	0.496244	0.553989	1.65788	1.68137	0.840694	0.58653	3.28427	-11.3432	-9.68761	-98.8799	-4.6614	-14.3543	-15.9411	-4.47374	-13.8287	-53.2958	-17.6552	-17.4417	-27.9055	-9.43432	-10.5674	-9.79681	-27.6557	-50.9531	-8.59235	-52.6646	-7.47102	-326.554	0.049505	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 39900	 -24018.7	 -23906.6	    -53.3	    -58.8	   0.0438841	   0.0020211	  0.00102403	    -327.093	     6.00664	     1.71778	0.0855684	2.4425	7.65531	0.713804	0.240178	0.0460184	-62.5828	-9.25008	-327.093	CLADE1	CLADE3	2.44792	3.05869	0.693451	0.0688958	3.43759	1.3935	0.573864	1.01184	2.09169	2.8732	3.53361	0.376268	3.32588	0.48657	2.232	1.10369	1.89734	2.52053	1.39669	1.80856	0.725258	2.05446	2.90313	1.02427	0.237315	0.62838	0.104663	0.533387	2.74253	0.64092	2.23955	0.693338	0.0609161	2.1386	2.26647	0.841891	0.588816	4.6995	0.156317	1.89238	0.94858	0.783166	-20.0232	-14.5103	-86.0285	-11.2892	-20.3647	-10.9065	-5.23678	-6.57782	-62.5828	-21.3598	-15.3722	-31.0894	-11.9441	-11.6716	-15.6531	-52.8331	-37.0837	-9.25008	-61.7713	-5.09301	-327.093	0.049505	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 40000	 -24010.2	 -23906.0	    -54.0	    -50.1	   0.0438841	   0.0020211	 0.000957828	    -327.093	     6.15582	     1.40116	0.0704873	2.01202	6.30609	0.713804	0.199134	0.0870625	-65.1792	-12.8478	-327.093	CLADE1	CLADE3	0.985512	1.42197	0.793435	0.0688958	2.29983	0.989567	0.978019	0.74134	1.82415	1.94135	2.191	0.381272	3.91205	0.469623	1.19935	1.098	1.36402	2.35809	0.692902	0.865488	1.23603	1.82514	1.55074	0.549098	0.232977	0.626896	0.74244	1.76502	2.61679	1.77064	3.2093	0.743329	0.084982	1.60783	2.1397	0.594396	1.19759	2.65525	0.104682	0.533005	0.694722	1.31148	-20.1095	-13.3543	-81.5404	-6.62408	-18.8292	-20.6346	-7.37442	-13.8196	-65.1792	-20.7546	-16.5795	-25.7862	-12.767	-12.9695	-17.9489	-50.4059	-36.597	-12.8478	-64.0004	-8.44527	-327.093	0.049505	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 40100	 -24003.8	 -23901.1	    -51.0	    -51.7	   0.0438841	   0.0115288	  0.00101145	    -328.153	     6.15582	     1.52803	0.0688436	1.9651	6.15903	0.711194	0.197363	0.0914429	-52.9578	-15.1905	-328.153	CLADE1	CLADE3	2.35032	3.07	0.714807	0.0276216	1.94907	0.786327	1.33791	0.714881	1.67897	1.58551	1.72775	0.339558	3.81276	0.55683	1.09396	1.55411	2.19764	3.24076	1.26777	1.45347	1.81686	1.13756	0.482422	0.319632	0.22951	0.548971	2.52451	1.63079	1.46473	0.386674	1.70483	1.05517	0.167785	0.79054	1.37862	1.14314	0.567053	2.84541	0.631352	0.689567	1.10259	1.40599	-22.0396	-9.11072	-87.4583	-4.84839	-21.8294	-20.8477	-8.96148	-8.71901	-52.9578	-23.2153	-23.3279	-23.7994	-9.26271	-21.0103	-16.0629	-39.8719	-46.3722	-15.1905	-52.1219	-4.68905	-328.153	0.049505	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 40200	 -24017.6	 -23907.8	    -51.9	    -57.9	   0.0453899	  0.00523019	 0.000987123	    -349.913	     6.09865	     1.30512	0.0820941	2.05133	6.4293	0.711194	0.209048	0.079758	-54.2395	-9.35478	-349.913	CLADE1	CLADE3	1.52413	1.96148	0.990134	0.0276216	2.24301	1.21664	2.11879	1.13519	2.66612	2.33653	2.64801	0.320199	3.35498	0.577953	2.14035	1.02759	3.08024	4.1538	0.62347	0.950108	4.27793	1.31792	0.593112	1.52185	0.212308	0.683756	0.685012	0.287785	1.5562	1.21837	3.96792	1.75993	0.208801	0.544716	1.73039	1.07065	0.486098	2.61413	0.92728	2.60587	0.475794	0.812598	-16.7889	-13.9436	-68.7695	-2.27127	-16.7456	-11.6583	-6.37422	-17.9413	-54.2395	-19.6938	-20.7672	-27.3701	-6.68765	-17.8504	-11.8621	-34.2203	-51.3956	-9.35478	-50.8174	-6.20158	-349.913	0.049505	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 40300	 -24005.1	 -23901.3	    -53.3	    -50.6	   0.0502427	  0.00649896	 0.000978094	    -349.913	     6.09865	     1.30512	0.107262	2.81876	8.40032	0.752129	0.208342	0.0395293	-55.3768	-8.35792	-349.913	CLADE1	CLADE3	2.0006	2.65717	0.786245	0.0233189	2.25147	0.867014	0.420604	0.665851	1.82234	1.86858	2.95332	0.199621	2.70211	0.549764	1.25918	1.47641	1.81279	2.44461	0.81212	0.835341	0.849218	1.30854	2.17465	0.687662	0.187031	0.541961	0.0662523	0.449174	2.37715	0.718352	1.92043	1.26019	0.161852	0.485275	3.68926	1.60282	0.879138	1.97848	2.63916	0.646233	0.0575456	1.21099	-18.1106	-9.34722	-80.4868	-9.65923	-13.7601	-16.7298	-6.45843	-11.2947	-55.3768	-18.4509	-15.4613	-32.7308	-10.0206	-13.8165	-14.6511	-30.1133	-54.1028	-8.35792	-44.1397	-4.29358	-349.913	0.029703	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 40400	 -24028.6	 -23909.9	    -57.1	    -61.6	   0.0617346	  0.00462773	  0.00104119	    -349.913	     6.10682	     1.35205	0.10155	2.95525	8.54261	0.752129	0.21367	0.0342019	-50.0218	-10.7973	-349.913	CLADE1	CLADE3	1.65853	2.20284	1.53428	0.0313192	3.41765	1.82141	1.45631	0.956582	2.61803	2.56288	3.76843	0.425336	3.76526	0.700911	2.01055	1.90197	2.83128	4.84546	0.963792	1.0903	2.75229	1.62742	2.07268	1.25244	0.245646	0.732387	2.90652	0.784118	2.25739	1.42899	2.40388	1.39241	0.218521	0.959532	3.62641	0.903909	1.38425	3.34826	0.278672	1.36353	0.915344	1.79785	-12.8704	-9.94315	-79.1312	-4.00287	-13.9041	-14.0724	-4.64537	-12.7825	-50.0218	-15.8902	-19.0902	-27.693	-7.66438	-15.3007	-13.6971	-33.6658	-42.1169	-10.7973	-46.4993	-6.956	-349.913	0.029703	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 40500	 -24017.2	 -23911.5	    -51.6	    -54.1	   0.0376748	  0.00345665	 0.000974548	    -349.913	     6.10682	     1.35205	0.10155	2.95525	8.54261	0.752129	0.21367	0.0342019	-51.4331	-19.8933	-349.913	CLADE1	CLADE3	1.22142	1.62228	1.34631	0.0313192	2.02561	1.07953	0.79479	0.812625	2.22404	1.12718	1.65739	0.364882	2.65949	0.799881	1.08934	1.32269	2.2314	3.81882	0.887771	1.0043	1.50208	1.10398	1.96939	3.40383	0.244004	0.786328	2.78545	0.754788	1.68632	0.959914	2.70426	3.35465	1.65258	1.40224	3.81974	1.63472	1.78141	2.76509	0.929056	1.42328	0.301696	1.10674	-14.6674	-14.2978	-77.3092	-7.33454	-15.7552	-23.9356	-9.86309	-14.4201	-51.4331	-17.8277	-23.2784	-39.2073	-9.72484	-19.7965	-16.1235	-25.2058	-49.0511	-19.8933	-40.7459	-9.44534	-349.913	0.029703	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 40600	 -24028.3	 -23921.3	    -49.6	    -57.4	   0.0390905	  0.00332659	  0.00102113	    -330.261	     6.10682	     1.22569	0.109996	2.81179	9.25314	0.752129	0.21367	0.0342019	-54.54	-15.4525	-330.261	CLADE1	CLADE3	1.51502	2.01222	1.19619	0.0313192	3.8107	2.04911	1.00534	0.883251	2.91059	1.92948	2.305	0.421651	3.98317	0.582457	1.07798	1.64072	2.1628	3.7845	0.945388	1.75252	1.6678	1.72649	2.58606	1.15123	0.26485	0.597042	3.33245	1.18998	2.03118	1.34723	1.70757	1.84242	0.569773	1.26716	3.59246	1.96536	1.22468	2.36874	0.167372	0.729005	0.487975	1.37302	-13.4387	-10.879	-93.2182	-6.23474	-15.0791	-21.3999	-3.58532	-8.0709	-54.54	-16.1595	-15.1505	-29.2261	-9.83075	-11.9476	-11.6284	-27.9104	-40.7831	-15.4525	-47.5638	-7.18727	-330.261	0.029703	17.0859	0.0594059	3.375	0.227723	0.444444	9.90099E-09	3.375	0.168317	1.5	0.00961539	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
